epoch,step,progress,cls_loss,mmd,feat_norm,loss
4,680,0.11149,0.233206,0.15903,47.248638,0.249109
4,690,0.11314,0.029878,0.191204,43.300545,0.048998
4,700,0.11478,0.096146,0.181196,49.89909,0.114265
4,710,0.11642,0.15732,0.22935,43.350372,0.180255
4,720,0.11806,0.03473,0.292223,41.671871,0.063952
4,730,0.1197,0.026195,0.11307,47.842918,0.037502
4,740,0.12135,0.195794,0.273307,48.85545,0.223125
4,750,0.12299,0.020068,0.186652,47.971386,0.038733
4,760,0.12463,0.463494,0.139274,44.567429,0.477421
4,770,0.12627,0.041075,0.132345,44.394272,0.05431
4,780,0.12791,0.122473,0.200321,45.403515,0.142505
4,790,0.12956,0.182242,0.240962,39.010475,0.206338
4,800,0.1312,0.163288,0.262305,40.934792,0.189519
4,810,0.13284,0.093157,0.178866,39.51622,0.111043
5,820,0.13448,0.050097,0.150415,52.14492,0.065138
5,830,0.13612,0.02833,0.181674,47.671333,0.046498
5,840,0.13777,0.155066,0.255752,39.954926,0.180641
5,850,0.13941,0.033512,0.200706,47.456779,0.053582
5,860,0.14105,0.067503,0.265643,46.58075,0.094067
5,870,0.14269,0.112924,0.264803,50.835411,0.139404
5,880,0.14433,0.341429,0.205421,46.143982,0.361971
5,890,0.14598,0.040121,0.193509,45.279812,0.059472
5,900,0.14762,0.238075,0.284496,44.2659,0.266525
5,910,0.14926,0.161787,0.19175,44.438919,0.180962
5,920,0.1509,0.070895,0.152174,44.1502,0.086112
5,930,0.15255,0.058106,0.278025,46.964211,0.085909
5,940,0.15419,0.026151,0.180307,48.819771,0.044182
5,950,0.15583,0.004428,0.170023,52.16917,0.02143
5,960,0.15747,0.108015,0.198186,52.572929,0.127833
5,970,0.15911,0.405369,0.131583,57.609795,0.418527
5,980,0.16076,0.1686,0.13842,44.009594,0.182442
5,990,0.1624,0.005565,0.113945,48.921429,0.01696
5,1000,0.16404,0.010274,0.143503,55.16798,0.024624
5,1010,0.16568,0.011655,0.198276,48.543377,0.031482
6,1020,0.16732,0.061781,0.190994,54.944973,0.08088
6,1030,0.16897,0.112613,0.113088,50.391304,0.123922
6,1040,0.17061,0.128681,0.23681,50.308697,0.152362
6,1050,0.17225,0.008885,0.163125,53.373486,0.025198
6,1060,0.17389,0.009386,0.244858,54.27861,0.033872
6,1070,0.17553,0.105788,0.140979,52.519852,0.119886
6,1080,0.17718,0.02331,0.183814,51.996319,0.041691
6,1090,0.17882,0.029672,0.284389,54.228497,0.058111
6,1100,0.18046,0.041308,0.23761,53.308952,0.065069
6,1110,0.1821,0.066993,0.158904,52.302048,0.082884
6,1120,0.18374,0.103932,0.190635,52.717308,0.122996
6,1130,0.18539,0.02871,0.16656,50.12265,0.045366
6,1140,0.18703,0.159287,0.177914,49.850098,0.177078
6,1150,0.18867,0.085985,0.225595,56.114529,0.108545
6,1160,0.19031,0.094328,0.241088,42.009857,0.118437
6,1170,0.19195,0.055911,0.203531,39.017715,0.076264
6,1180,0.1936,0.07602,0.134254,49.708858,0.089446
6,1190,0.19524,0.005504,0.248323,54.259045,0.030337
6,1200,0.19688,0.010565,0.300553,51.630943,0.04062
6,1210,0.19852,0.000727,0.16604,58.230492,0.017331
7,1220,0.20016,0.01633,0.153171,52.463268,0.031647
7,1230,0.20181,0.133977,0.163209,41.179409,0.150298
7,1240,0.20345,0.004342,0.172359,52.899792,0.021578
7,1250,0.20509,0.008839,0.141032,47.626709,0.022942
7,1260,0.20673,0.03695,0.237253,50.787666,0.060676
7,1270,0.20837,0.000508,0.328727,66.810776,0.033381
7,1280,0.21002,0.031905,0.141927,67.11171,0.046098
7,1290,0.21166,0.005982,0.219748,59.973267,0.027957
7,1300,0.2133,0.004483,0.185012,51.85038,0.022984
7,1310,0.21494,0.12447,0.173006,41.280636,0.141771
7,1320,0.21658,0.118951,0.298189,38.691921,0.148769
7,1330,0.21823,0.030745,0.142339,50.163788,0.044978
7,1340,0.21987,0.063528,0.164626,41.627327,0.07999
7,1350,0.22151,0.113811,0.161226,47.004631,0.129934
7,1360,0.22315,0.005411,0.12644,54.207577,0.018055
7,1370,0.22479,0.017322,0.19754,53.327667,0.037076
7,1380,0.22644,0.014389,0.13792,54.275574,0.028181
7,1390,0.22808,0.040584,0.17707,49.339897,0.058291
7,1400,0.22972,0.05095,0.186646,45.576241,0.069615
7,1410,0.23136,0.068156,0.144413,49.762985,0.082597
7,1420,0.233,0.302109,0.18684,51.442223,0.320793
8,1430,0.23465,0.176638,0.201816,43.747536,0.19682
8,1440,0.23629,0.140072,0.249761,47.297554,0.165048
8,1450,0.23793,0.006644,0.133049,51.646965,0.019949
8,1460,0.23957,0.046027,0.224853,49.29744,0.068512
8,1470,0.24122,0.0267,0.176621,42.14193,0.044362
8,1480,0.24286,0.004697,0.160578,48.380249,0.020755
8,1490,0.2445,0.050587,0.153057,54.783432,0.065893
8,1500,0.24614,0.034903,0.170703,54.93277,0.051973
8,1510,0.24778,0.001373,0.174448,54.491089,0.018818
8,1520,0.24943,0.000918,0.175068,59.60778,0.018425
8,1530,0.25107,0.00926,0.22017,64.096031,0.031277
8,1540,0.25271,0.005046,0.171436,61.609688,0.02219
8,1550,0.25435,0.038432,0.148121,62.976593,0.053244
8,1560,0.25599,0.007176,0.203526,65.819038,0.027528
8,1570,0.25764,0.149828,0.262171,56.824612,0.176046
8,1580,0.25928,0.143391,0.269525,54.301079,0.170343
8,1590,0.26092,0.048382,0.219712,56.127533,0.070353
8,1600,0.26256,0.0379,0.186782,52.695793,0.056578
8,1610,0.2642,0.005782,0.151846,62.499634,0.020967
8,1620,0.26585,0.026522,0.188411,56.81826,0.045363
