epoch,step,progress,cls_loss,mmd,feat_norm,mmd_PA,mmd_PC,mmd_AC,loss
3,430,0.07044,2.003161,0.573698,104.908478,0.281219,0.625877,0.813997,7.740137
3,440,0.07209,1.460049,0.519848,62.086731,0.778599,0.465656,0.315289,6.658532
3,450,0.07373,1.464768,0.295363,32.096001,0.234381,0.196087,0.455621,4.418397
3,460,0.07537,3.770937,0.557728,44.747559,0.245849,0.655667,0.771668,9.348219
3,470,0.07701,1.915965,1.093728,4.141601,1.635073,0.506508,1.139601,12.853242
3,480,0.07865,1.915734,0.279471,8.916718,0.33639,0.198145,0.303876,4.710441
3,490,0.0803,1.912055,0.48004,17.900587,0.584781,0.378952,0.476385,6.71245
3,500,0.08194,1.869898,0.431409,28.408468,0.495058,0.428222,0.370946,6.183984
3,510,0.08358,2.158537,0.675512,43.476166,0.318829,0.544348,1.16336,8.913661
3,520,0.08522,1.926065,0.338513,60.800713,0.494916,0.24336,0.277262,5.311193
3,530,0.08686,1.924074,0.680295,63.163887,0.348556,0.636886,1.055443,8.727023
3,540,0.08851,1.966169,0.556961,75.675873,0.21392,0.91081,0.546153,7.535779
3,550,0.09015,1.97049,0.449982,71.744789,0.513087,0.347645,0.489214,6.470311
3,560,0.09179,2.00991,0.214597,96.886978,0.236589,0.29768,0.10952,4.155875
3,570,0.09343,1.887422,0.561895,99.066917,0.538126,0.89001,0.257549,7.506374
3,580,0.09507,1.942135,0.266341,87.860458,0.214059,0.448861,0.136104,4.605548
3,590,0.09672,2.073889,0.416739,80.031746,0.30165,0.263068,0.685497,6.241275
3,600,0.09836,2.044571,0.435603,78.076012,0.542267,0.357661,0.406883,6.400605
4,610,0.1,1.889531,0.234803,57.026379,0.141051,0.332312,0.231047,4.237565
4,620,0.10164,1.885703,0.232362,56.837032,0.24314,0.312067,0.141881,4.209325
4,630,0.10328,1.918787,0.326301,79.531342,0.373128,0.220934,0.384842,5.181801
4,640,0.10493,2.023974,0.36263,101.176376,0.247176,0.312832,0.527882,5.650272
4,650,0.10657,2.155605,0.793947,71.167007,0.555457,0.703287,1.123098,10.095078
4,660,0.10821,1.967069,0.581883,48.675976,0.634328,0.696143,0.415177,7.785898
4,670,0.10985,2.602561,0.481374,189.5914,0.511402,0.480374,0.452344,7.416297
4,680,0.11149,1.917924,0.520717,104.509949,0.568189,0.46629,0.527671,7.125091
4,690,0.11314,1.867034,0.287944,13.348242,0.187882,0.247703,0.428248,4.746478
4,700,0.11478,2.033941,0.513079,36.389294,0.518858,0.336507,0.683871,7.164729
4,710,0.11642,1.890793,0.700501,24.819439,0.79799,1.142923,0.160589,8.8958
4,720,0.11806,1.991832,0.4773,66.480209,0.31897,0.696803,0.416127,6.764833
4,730,0.1197,1.915507,0.616492,35.215969,0.405331,0.497711,0.946436,8.080432
4,740,0.12135,1.827684,0.419435,55.344566,0.517922,0.260803,0.479579,6.022032
4,750,0.12299,2.056516,0.268187,81.214035,0.163735,0.291905,0.348921,4.738384
4,760,0.12463,2.008712,0.353491,146.214722,0.313239,0.501873,0.245362,5.543627
4,770,0.12627,1.950892,0.505778,181.446762,0.133803,0.763556,0.619976,7.008677
4,780,0.12791,1.981327,0.487756,168.786682,0.347609,0.907184,0.208475,6.858888
4,790,0.12956,2.151622,0.678718,124.401627,1.201026,0.18132,0.653807,8.938801
4,800,0.1312,1.847656,0.610911,161.498566,0.558872,0.851165,0.422697,7.956769
4,810,0.13284,2.039937,0.265433,236.522751,0.181964,0.202811,0.411523,4.694267
5,820,0.13448,3.044153,0.584181,395.034241,0.395664,0.607994,0.748886,8.885968
5,830,0.13612,2.814664,0.25493,360.263794,0.22605,0.265067,0.273675,5.363969
5,840,0.13777,1.945248,0.529026,312.954834,0.288687,0.660242,0.638149,7.235507
5,850,0.13941,2.147809,0.636677,312.313538,0.3804,0.600753,0.928877,8.514577
5,860,0.14105,2.318386,0.330927,265.549927,0.314063,0.369716,0.309002,5.627655
5,870,0.14269,2.021469,0.443937,181.460815,0.542039,0.217721,0.572052,6.46084
5,880,0.14433,1.959356,0.409283,178.618942,0.306822,0.55306,0.367967,6.052186
5,890,0.14598,1.911898,0.209508,126.446251,0.248818,0.211135,0.168572,4.006981
5,900,0.14762,2.007838,0.86384,126.547592,1.021205,1.378382,0.191932,10.646236
5,910,0.14926,2.031286,0.630701,120.174622,0.613441,0.511515,0.767147,8.338297
5,920,0.1509,2.08865,0.225355,116.500107,0.051608,0.278427,0.346029,4.342196
5,930,0.15255,2.181327,0.281846,144.225693,0.390991,0.073604,0.380944,4.999791
5,940,0.15419,2.103595,0.198883,167.097992,0.154365,0.165004,0.277279,4.092423
5,950,0.15583,1.956501,0.498567,176.060837,0.351219,0.683514,0.460969,6.942174
5,960,0.15747,2.59051,0.5181,146.504089,0.124871,0.879067,0.550363,7.771513
5,970,0.15911,2.218796,0.45974,91.297722,0.635312,0.411858,0.332051,6.816201
5,980,0.16076,2.068936,0.554527,117.607361,0.872881,0.222396,0.568304,7.614206
5,990,0.1624,1.902803,0.482129,133.154358,0.440502,0.450251,0.555634,6.724091
5,1000,0.16404,1.986923,0.433934,123.620811,0.735541,0.480081,0.086179,6.326261
5,1010,0.16568,2.334592,0.520895,163.700302,0.49292,0.760617,0.309147,7.543539
6,1020,0.16732,2.004742,0.229458,112.505432,0.274362,0.083904,0.33011,4.299327
6,1030,0.16897,2.005183,0.518951,100.840599,0.424413,0.683778,0.448663,7.194697
6,1040,0.17061,1.973192,0.281836,144.937653,0.250332,0.466033,0.129144,4.791553
6,1050,0.17225,1.8421,0.542612,102.760315,0.593841,0.725411,0.308584,7.26822
6,1060,0.17389,1.894783,0.415421,99.117294,0.196213,0.638972,0.411076,6.048989
6,1070,0.17553,1.944525,1.527614,111.233055,2.205602,0.404946,1.972295,17.220665
6,1080,0.17718,1.968128,0.134087,254.574448,0.027744,0.195425,0.179094,3.309002
6,1090,0.17882,2.022284,0.254075,278.246155,0.190143,0.227341,0.34474,4.563033
6,1100,0.18046,1.985605,0.597577,262.947449,0.310115,0.825314,0.657301,7.961373
6,1110,0.1821,1.908707,0.242327,262.110931,0.155756,0.326695,0.244529,4.331975
6,1120,0.18374,1.993068,0.210462,327.917572,0.132621,0.335508,0.163258,4.097691
6,1130,0.18539,1.899278,0.724912,345.264404,0.870978,0.290087,1.013669,9.148395
6,1140,0.18703,1.920287,0.600535,234.722946,0.676489,0.644338,0.480778,7.925641
6,1150,0.18867,2.148715,0.303042,209.305771,0.450181,0.18495,0.273993,5.179131
6,1160,0.19031,1.965284,0.289183,196.669159,0.203761,0.32005,0.343737,4.85711
6,1170,0.19195,2.131451,0.553339,262.056763,0.335992,0.508976,0.815049,7.664841
6,1180,0.1936,1.952348,0.272732,342.426758,0.391709,0.167222,0.259266,4.679671
6,1190,0.19524,2.06331,0.324712,472.636963,0.4335,0.426081,0.114554,5.310426
6,1200,0.19688,2.058379,0.181724,492.918274,0.222305,0.163986,0.158882,3.875624
6,1210,0.19852,2.044253,0.930798,527.469116,0.535575,0.859826,1.396994,11.352237
