epoch,step,progress,cls_loss,mmd,loss
14,2700,0.44319,0.045339,0.22415,0.269488
14,2710,0.44483,0.048266,0.175454,0.22372
14,2720,0.44647,0.020665,0.220645,0.24131
14,2730,0.44811,0.060638,0.186126,0.246764
14,2740,0.44975,0.072169,0.30577,0.377939
14,2750,0.4514,0.049852,0.176244,0.226096
14,2760,0.45304,0.034261,0.112646,0.146907
14,2770,0.45468,0.077521,0.163311,0.240832
14,2780,0.45632,0.048785,0.100203,0.148988
14,2790,0.45796,0.050894,0.271519,0.322413
14,2800,0.45961,0.028415,0.087143,0.115559
14,2810,0.46125,0.139083,0.254009,0.393093
14,2820,0.46289,0.021579,0.134714,0.156293
14,2830,0.46453,0.023601,0.095297,0.118898
14,2840,0.46617,0.048996,0.108465,0.157461
15,2850,0.46782,0.038434,0.192696,0.23113
15,2860,0.46946,0.032863,0.1518,0.184663
15,2870,0.4711,0.035353,0.161403,0.196756
15,2880,0.47274,0.021258,0.216083,0.237341
15,2890,0.47438,0.056281,0.149215,0.205496
15,2900,0.47603,0.100591,0.115028,0.215619
15,2910,0.47767,0.023244,0.135552,0.158796
15,2920,0.47931,0.028403,0.103527,0.13193
15,2930,0.48095,0.027665,0.142822,0.170486
15,2940,0.48259,0.042582,0.21892,0.261503
15,2950,0.48424,0.055325,0.093048,0.148373
15,2960,0.48588,0.065886,0.109855,0.175741
15,2970,0.48752,0.018978,0.129257,0.148235
15,2980,0.48916,0.194244,0.132658,0.326903
15,2990,0.4908,0.029732,0.104894,0.134626
15,3000,0.49245,0.10521,0.1716,0.27681
15,3010,0.49409,0.072157,0.110301,0.182458
15,3020,0.49573,0.033774,0.281232,0.315006
15,3030,0.49737,0.121943,0.168481,0.290424
15,3040,0.49901,0.133355,0.153885,0.28724
16,3050,0.50066,0.036609,0.28538,0.321989
16,3060,0.5023,0.049029,0.114098,0.163127
16,3070,0.50394,0.022182,0.084333,0.106515
16,3080,0.50558,0.039831,0.161187,0.201018
16,3090,0.50722,0.02803,0.136452,0.164482
16,3100,0.50887,0.060075,0.094148,0.154223
16,3110,0.51051,0.028844,0.175329,0.204174
16,3120,0.51215,0.025071,0.099108,0.124179
16,3130,0.51379,0.028521,0.233186,0.261708
16,3140,0.51544,0.117279,0.131795,0.249074
16,3150,0.51708,0.022363,0.168322,0.190685
16,3160,0.51872,0.06732,0.122065,0.189385
16,3170,0.52036,0.026789,0.175447,0.202236
16,3180,0.522,0.176336,0.149068,0.325405
16,3190,0.52365,0.059417,0.11183,0.171247
16,3200,0.52529,0.152146,0.107111,0.259257
16,3210,0.52693,0.159452,0.133065,0.292517
16,3220,0.52857,0.108903,0.111096,0.219998
16,3230,0.53021,0.165577,0.096709,0.262286
16,3240,0.53186,0.254255,0.16707,0.421325
