epoch,step,progress,cls_loss,mmd,mmd_PA,mmd_PC,mmd_AC,loss
6,1020,0.16732,0.117921,0.562518,0.62203,0.696541,0.368982,0.174173
6,1030,0.16897,0.031853,0.394693,0.36265,0.317302,0.504127,0.071322
6,1040,0.17061,0.083185,0.437433,0.409868,0.393781,0.50865,0.126929
6,1050,0.17225,0.117061,0.403538,0.438941,0.34971,0.421962,0.157415
6,1060,0.17389,0.072693,0.448298,0.517611,0.377779,0.449504,0.117523
6,1070,0.17553,0.076192,0.392573,0.291158,0.454439,0.432122,0.115449
6,1080,0.17718,0.090734,0.416976,0.369518,0.510899,0.370511,0.132431
6,1090,0.17882,0.068636,0.644407,0.470217,0.607387,0.855617,0.133077
6,1100,0.18046,0.02771,0.512975,0.596414,0.529887,0.412623,0.079008
6,1110,0.1821,0.054514,0.494488,0.609407,0.532072,0.341985,0.103963
6,1120,0.18374,0.272408,0.488223,0.48286,0.48819,0.493618,0.32123
6,1130,0.18539,0.048769,0.492457,0.367366,0.466508,0.643496,0.098015
6,1140,0.18703,0.036735,0.586424,0.761091,0.697143,0.301039,0.095378
6,1150,0.18867,0.153929,0.390302,0.45692,0.337325,0.376662,0.19296
6,1160,0.19031,0.074031,0.407371,0.317219,0.500786,0.40411,0.114768
6,1170,0.19195,0.00732,0.3882,0.418599,0.441746,0.304254,0.04614
6,1180,0.1936,0.063577,0.415671,0.427642,0.355651,0.463721,0.105144
6,1190,0.19524,0.023066,0.392003,0.318413,0.38592,0.471674,0.062267
6,1200,0.19688,0.018931,0.750497,0.816098,0.43464,1.000754,0.093981
6,1210,0.19852,0.005819,0.472107,0.654073,0.31661,0.445639,0.05303
7,1220,0.20016,0.168926,0.448878,0.51348,0.466319,0.366834,0.213814
7,1230,0.20181,0.094889,0.514882,0.341473,0.569101,0.634072,0.146377
7,1240,0.20345,0.009501,0.407327,0.367865,0.515044,0.339071,0.050234
7,1250,0.20509,0.027313,0.602967,0.6732,0.556865,0.578835,0.087609
7,1260,0.20673,0.016089,0.56491,0.689934,0.562419,0.442377,0.07258
7,1270,0.20837,0.003324,0.536462,0.461292,0.651558,0.496536,0.05697
7,1280,0.21002,0.01031,0.52082,0.514197,0.477367,0.570898,0.062393
7,1290,0.21166,0.016216,0.508364,0.70611,0.475448,0.343533,0.067052
7,1300,0.2133,0.058914,0.499459,0.411535,0.680929,0.405913,0.10886
7,1310,0.21494,0.061317,0.508968,0.425536,0.609017,0.492351,0.112214
7,1320,0.21658,0.036914,0.536242,0.681988,0.479138,0.447601,0.090538
7,1330,0.21823,0.014701,0.665538,0.652728,0.580037,0.76385,0.081255
7,1340,0.21987,0.041252,0.289508,0.376685,0.220948,0.270891,0.070203
7,1350,0.22151,0.082881,0.475757,0.538091,0.387223,0.501956,0.130457
7,1360,0.22315,0.00348,0.415093,0.501925,0.498106,0.245249,0.044989
7,1370,0.22479,0.021283,0.412253,0.290143,0.523774,0.422842,0.062508
7,1380,0.22644,0.00417,0.657166,0.649969,0.807842,0.513686,0.069887
7,1390,0.22808,0.044258,0.448772,0.554141,0.262457,0.529718,0.089136
7,1400,0.22972,0.05364,0.521164,0.530508,0.602805,0.430179,0.105756
7,1410,0.23136,0.004686,0.34903,0.339072,0.376712,0.331308,0.039589
7,1420,0.233,0.069271,0.439232,0.587097,0.408949,0.32165,0.113194
8,1430,0.23465,0.106907,0.380948,0.335528,0.457535,0.349782,0.145002
8,1440,0.23629,0.010846,0.435313,0.282829,0.448533,0.574578,0.054377
8,1450,0.23793,0.036249,0.410226,0.28197,0.567704,0.381005,0.077271
8,1460,0.23957,0.012411,0.352218,0.32486,0.260448,0.471345,0.047633
8,1470,0.24122,0.019208,0.424981,0.549769,0.274635,0.450541,0.061706
8,1480,0.24286,0.002709,0.494238,0.312537,0.648412,0.521765,0.052133
8,1490,0.2445,0.097558,0.429991,0.494538,0.280896,0.514539,0.140557
8,1500,0.24614,0.079453,0.596267,0.594028,0.753304,0.441468,0.139079
8,1510,0.24778,0.008295,0.410528,0.46915,0.470982,0.291451,0.049348
8,1520,0.24943,0.008784,0.454784,0.323794,0.59282,0.447739,0.054263
8,1530,0.25107,0.051712,0.571008,0.527907,0.447619,0.737499,0.108813
8,1540,0.25271,0.038822,0.450638,0.535434,0.51565,0.30083,0.083885
8,1550,0.25435,0.013186,0.45448,0.401582,0.571828,0.390031,0.058634
8,1560,0.25599,0.009514,0.431937,0.575346,0.375166,0.345297,0.052707
8,1570,0.25764,0.021496,0.469485,0.43155,0.305425,0.671479,0.068444
8,1580,0.25928,0.025703,0.363449,0.285524,0.437094,0.367728,0.062048
8,1590,0.26092,0.00475,0.303376,0.327178,0.294109,0.288841,0.035088
8,1600,0.26256,0.008707,0.44154,0.49641,0.45278,0.375431,0.052861
8,1610,0.2642,0.009624,0.442497,0.503998,0.323695,0.499799,0.053874
8,1620,0.26585,0.026365,0.401933,0.422527,0.32842,0.454853,0.066559
9,1630,0.26749,0.030497,0.594251,0.599287,0.555532,0.627933,0.089922
9,1640,0.26913,0.008845,0.323894,0.351616,0.271081,0.348985,0.041234
9,1650,0.27077,0.005917,0.591196,0.804348,0.370687,0.598551,0.065036
9,1660,0.27241,0.011185,0.692066,0.589143,0.744702,0.742352,0.080391
9,1670,0.27406,0.00455,0.436741,0.354984,0.313041,0.642198,0.048224
9,1680,0.2757,0.007724,0.572028,0.663986,0.703134,0.348963,0.064927
9,1690,0.27734,0.141342,0.312193,0.345825,0.277392,0.313361,0.172561
9,1700,0.27898,0.00544,0.63603,0.714657,0.398224,0.795209,0.069043
9,1710,0.28062,0.028479,0.420894,0.371877,0.556383,0.334421,0.070568
9,1720,0.28227,0.002519,0.387596,0.372357,0.464876,0.325553,0.041279
9,1730,0.28391,0.00499,0.457267,0.35185,0.493561,0.526391,0.050717
9,1740,0.28555,0.028516,0.430478,0.484448,0.285829,0.521158,0.071564
9,1750,0.28719,0.004932,0.291363,0.272166,0.287775,0.314147,0.034068
9,1760,0.28883,0.008754,0.298735,0.310369,0.290866,0.29497,0.038627
9,1770,0.29048,0.010677,0.450731,0.320068,0.567868,0.464258,0.05575
9,1780,0.29212,0.008693,0.393919,0.419724,0.249853,0.512181,0.048085
9,1790,0.29376,0.077899,0.542937,0.462638,0.726876,0.439295,0.132193
9,1800,0.2954,0.008915,0.359064,0.368486,0.425768,0.282939,0.044822
9,1810,0.29704,0.06423,0.744055,0.660306,0.873267,0.698591,0.138636
9,1820,0.29869,0.023176,0.426872,0.456172,0.300761,0.523685,0.065864
10,1830,0.30033,0.045602,0.408583,0.409163,0.394495,0.42209,0.08646
10,1840,0.30197,0.009698,0.625537,0.428939,0.79382,0.653851,0.072251
10,1850,0.30361,0.005143,0.450359,0.414426,0.376357,0.560295,0.050178
10,1860,0.30525,0.013681,0.383055,0.369386,0.361596,0.418182,0.051986
10,1870,0.3069,0.073865,0.440152,0.38124,0.516368,0.422847,0.11788
10,1880,0.30854,0.00751,0.451108,0.516344,0.479955,0.357024,0.05262
10,1890,0.31018,0.003834,0.653694,0.436506,0.862988,0.661587,0.069203
10,1900,0.31182,0.033078,0.59803,0.746252,0.415614,0.632225,0.092881
10,1910,0.31346,0.163913,0.434532,0.540655,0.336333,0.426609,0.207367
10,1920,0.31511,0.00203,0.436732,0.573993,0.294017,0.442187,0.045703
10,1930,0.31675,0.012137,0.471382,0.408238,0.490247,0.515662,0.059275
10,1940,0.31839,0.057715,0.450894,0.532097,0.416151,0.404435,0.102804
10,1950,0.32003,0.042307,0.647363,0.674268,0.60909,0.658731,0.107043
10,1960,0.32167,0.010832,0.841448,0.741108,1.066542,0.716694,0.094977
10,1970,0.32332,0.013714,0.293286,0.286926,0.314236,0.278695,0.043042
10,1980,0.32496,0.003512,0.410727,0.351014,0.389355,0.491812,0.044584
10,1990,0.3266,0.014369,0.39433,0.464322,0.269402,0.449268,0.053802
10,2000,0.32824,0.004477,0.608752,0.702324,0.496635,0.627297,0.065352
10,2010,0.32989,0.045092,0.455609,0.437558,0.41129,0.51798,0.090653
10,2020,0.33153,0.001418,0.491337,0.363909,0.494669,0.615431,0.050552
10,2030,0.33317,0.003137,0.290104,0.285439,0.241627,0.343248,0.032148
11,2040,0.33481,0.082199,0.400703,0.455863,0.391006,0.355241,0.122269
11,2050,0.33645,0.042705,0.660521,0.503323,0.719675,0.758565,0.108757
11,2060,0.3381,0.002065,0.512623,0.364686,0.556683,0.6165,0.053327
11,2070,0.33974,0.051745,0.493159,0.611119,0.386699,0.481659,0.101061
11,2080,0.34138,0.010039,0.371106,0.523652,0.32176,0.267906,0.04715
11,2090,0.34302,0.005297,0.710319,0.623835,0.971137,0.535986,0.076329
11,2100,0.34466,0.015484,0.49055,0.355144,0.566201,0.550306,0.064539
11,2110,0.34631,0.021383,0.724394,0.844969,0.730677,0.597536,0.093823
11,2120,0.34795,0.020477,0.407747,0.361722,0.398807,0.462713,0.061252
11,2130,0.34959,0.014903,0.364785,0.390034,0.478562,0.22576,0.051381
11,2140,0.35123,0.023555,0.475709,0.629443,0.270177,0.527507,0.071126
11,2150,0.35287,0.005318,0.654195,0.514294,0.87946,0.568832,0.070738
11,2160,0.35452,0.016507,0.3892,0.416568,0.372534,0.378498,0.055427
11,2170,0.35616,0.01914,0.554077,0.578778,0.652118,0.431336,0.074548
11,2180,0.3578,0.075769,0.432598,0.364433,0.444443,0.488918,0.119029
11,2190,0.35944,0.005631,0.502671,0.384669,0.686193,0.43715,0.055898
11,2200,0.36108,0.003164,0.280345,0.289539,0.240114,0.311382,0.031198
11,2210,0.36273,0.003427,0.51906,0.518523,0.501952,0.536703,0.055333
11,2220,0.36437,0.003032,0.482575,0.533571,0.515069,0.399085,0.05129
11,2230,0.36601,0.005515,0.382607,0.505681,0.342217,0.299923,0.043776
12,2240,0.36765,0.015664,0.458123,0.338262,0.532837,0.503271,0.061477
12,2250,0.36929,0.002756,0.593252,0.594745,0.589221,0.595789,0.062081
12,2260,0.37094,0.018623,0.622847,0.524321,0.671815,0.672405,0.080908
12,2270,0.37258,0.003123,0.529017,0.744191,0.366007,0.476852,0.056024
12,2280,0.37422,0.03661,0.484693,0.489847,0.409802,0.554431,0.08508
12,2290,0.37586,0.011104,0.53661,0.51017,0.526911,0.57275,0.064765
12,2300,0.3775,0.00613,0.33742,0.275408,0.293008,0.443844,0.039872
12,2310,0.37915,0.026383,0.301061,0.351254,0.241688,0.310241,0.056489
12,2320,0.38079,0.032541,0.37903,0.19967,0.575448,0.361973,0.070444
12,2330,0.38243,0.01237,0.480648,0.350875,0.661523,0.429547,0.060435
12,2340,0.38407,0.025281,0.49621,0.439261,0.572905,0.476465,0.074902
12,2350,0.38571,0.025781,0.43553,0.370591,0.519476,0.416522,0.069334
12,2360,0.38736,0.209713,0.364336,0.475093,0.280292,0.337625,0.246147
12,2370,0.389,0.044844,0.361709,0.405372,0.421154,0.258601,0.081015
12,2380,0.39064,0.008274,0.53781,0.324926,0.715924,0.572581,0.062055
12,2390,0.39228,0.007466,0.697808,0.632156,0.643741,0.817525,0.077247
12,2400,0.39392,0.003185,0.600177,0.490459,0.599707,0.710365,0.063203
12,2410,0.39557,0.005329,0.304929,0.262663,0.301243,0.350882,0.035822
12,2420,0.39721,0.012356,0.498535,0.436306,0.353101,0.706198,0.062209
12,2430,0.39885,0.00464,0.453222,0.304064,0.510098,0.545504,0.049962
13,2440,0.40049,0.105789,0.437349,0.368155,0.388742,0.555148,0.149524
13,2450,0.40213,0.012288,0.444706,0.465091,0.445668,0.423358,0.056759
13,2460,0.40378,0.197961,0.39485,0.411741,0.271413,0.501396,0.237446
13,2470,0.40542,0.020096,0.426155,0.456692,0.397947,0.423826,0.062712
13,2480,0.40706,0.021569,0.398871,0.386959,0.409507,0.400148,0.061456
13,2490,0.4087,0.032662,0.29235,0.198829,0.374212,0.304008,0.061897
13,2500,0.41034,0.006605,0.401909,0.442217,0.400951,0.362557,0.046796
13,2510,0.41199,0.06812,0.391197,0.362327,0.427094,0.384169,0.107239
13,2520,0.41363,0.287784,0.34986,0.290583,0.386747,0.372251,0.32277
13,2530,0.41527,0.014707,0.396454,0.478404,0.345931,0.365026,0.054352
13,2540,0.41691,0.128342,0.354315,0.350907,0.318088,0.393951,0.163774
13,2550,0.41856,0.078112,0.747238,0.816085,0.915957,0.509671,0.152835
13,2560,0.4202,0.004699,0.492746,0.431535,0.585209,0.461493,0.053974
13,2570,0.42184,0.040353,0.499935,0.410964,0.603005,0.485836,0.090346
13,2580,0.42348,0.003048,0.573898,0.55811,0.657857,0.505728,0.060437
13,2590,0.42512,0.011046,0.562153,0.622128,0.518235,0.546095,0.067262
13,2600,0.42677,0.002096,0.343208,0.287316,0.457274,0.285034,0.036417
13,2610,0.42841,0.021531,0.520965,0.588383,0.532027,0.442486,0.073627
13,2620,0.43005,0.032291,0.564446,0.622424,0.618592,0.452322,0.088735
13,2630,0.43169,0.006087,0.281106,0.264486,0.225465,0.353367,0.034198
14,2640,0.43333,0.005259,0.412452,0.472699,0.362001,0.402656,0.046504
14,2650,0.43498,0.011405,0.429323,0.451123,0.304243,0.532603,0.054337
14,2660,0.43662,0.027873,0.443537,0.435165,0.400409,0.495039,0.072227
14,2670,0.43826,0.006754,0.451909,0.622606,0.283725,0.449396,0.051945
14,2680,0.4399,0.027031,0.443688,0.425349,0.413512,0.492204,0.0714
14,2690,0.44154,0.002741,0.575107,0.69768,0.569078,0.458563,0.060252
14,2700,0.44319,0.043578,0.37704,0.384819,0.442439,0.303861,0.081282
14,2710,0.44483,0.02748,0.715146,0.545904,0.631767,0.967766,0.098994
14,2720,0.44647,0.114249,0.500469,0.424927,0.624624,0.451857,0.164296
14,2730,0.44811,0.015674,0.603973,0.743864,0.697903,0.370151,0.076071
14,2740,0.44975,0.014113,0.46053,0.538986,0.48988,0.352725,0.060166
14,2750,0.4514,0.031824,0.342412,0.255205,0.407703,0.364329,0.066065
14,2760,0.45304,0.045449,0.437155,0.455753,0.366025,0.489687,0.089164
14,2770,0.45468,0.004716,0.282331,0.242806,0.349634,0.254553,0.03295
14,2780,0.45632,0.013821,0.504275,0.372129,0.599608,0.541088,0.064249
14,2790,0.45796,0.013056,0.578174,0.242631,0.660583,0.831309,0.070874
14,2800,0.45961,0.007714,0.508076,0.485587,0.728271,0.310371,0.058522
14,2810,0.46125,0.015203,0.70968,0.558724,0.874752,0.695565,0.086171
14,2820,0.46289,0.013458,0.811288,0.349236,1.223231,0.861397,0.094586
14,2830,0.46453,0.009273,0.51411,0.637151,0.561116,0.344063,0.060684
14,2840,0.46617,0.012809,0.440929,0.337294,0.505057,0.480435,0.056902
15,2850,0.46782,0.030646,0.407787,0.478661,0.315561,0.429141,0.071425
15,2860,0.46946,0.006283,0.523389,0.458488,0.626588,0.485091,0.058622
15,2870,0.4711,0.012093,0.708923,0.544462,0.729253,0.853055,0.082985
15,2880,0.47274,0.178429,0.349768,0.432953,0.23424,0.382111,0.213406
15,2890,0.47438,0.127728,0.598455,0.475404,0.533039,0.786922,0.187574
15,2900,0.47603,0.216649,0.559755,0.470356,0.703436,0.505474,0.272625
15,2910,0.47767,0.017645,0.407752,0.432358,0.39535,0.395546,0.05842
15,2920,0.47931,0.040081,0.824162,1.050707,0.982205,0.439575,0.122498
15,2930,0.48095,0.040838,0.50353,0.649107,0.436964,0.42452,0.091191
15,2940,0.48259,0.153692,0.51443,0.652814,0.435172,0.455304,0.205135
15,2950,0.48424,0.039343,0.468557,0.506912,0.32112,0.577639,0.086198
15,2960,0.48588,0.03635,0.569546,0.402028,0.620044,0.686565,0.093305
15,2970,0.48752,0.194818,0.418767,0.484759,0.343541,0.428002,0.236695
15,2980,0.48916,0.016686,0.3545,0.41117,0.316959,0.335372,0.052136
15,2990,0.4908,0.027581,0.484965,0.579577,0.646255,0.229063,0.076077
15,3000,0.49245,0.077217,0.547892,0.581916,0.497753,0.564005,0.132006
15,3010,0.49409,0.019805,0.515957,0.712163,0.522845,0.312863,0.071401
15,3020,0.49573,0.024589,0.278843,0.233717,0.312729,0.290082,0.052473
15,3030,0.49737,0.021079,0.427595,0.344813,0.615487,0.322486,0.063838
15,3040,0.49901,0.043163,0.511971,0.163294,0.707836,0.664783,0.09436
