epoch,step,progress,cls_loss,mmd,feat_norm,mmd_PA,mmd_PC,mmd_AC,loss
6,1120,0.18374,0.294188,0.46436,52.176392,0.358979,0.463778,0.570323,0.340624
6,1130,0.18539,0.038788,0.484038,63.345955,0.389412,0.495623,0.567079,0.087192
6,1140,0.18703,0.076598,0.650597,68.574821,0.870305,0.808541,0.272945,0.141657
6,1150,0.18867,0.005121,0.359523,70.845337,0.416098,0.353955,0.308515,0.041073
6,1160,0.19031,0.092503,0.446653,62.966431,0.325274,0.602996,0.411689,0.137168
6,1170,0.19195,0.037549,0.313169,67.530487,0.368034,0.373534,0.197938,0.068865
6,1180,0.1936,0.004096,0.356345,60.415478,0.344521,0.285686,0.438826,0.039731
6,1190,0.19524,0.02123,0.340476,58.544472,0.253764,0.356907,0.410757,0.055278
6,1200,0.19688,0.077721,0.626964,50.781677,0.75661,0.325464,0.798817,0.140417
6,1210,0.19852,0.066505,0.421686,75.854225,0.685991,0.264151,0.314915,0.108674
7,1220,0.20016,0.042859,0.373894,68.960861,0.376323,0.376229,0.369132,0.080249
7,1230,0.20181,0.168857,0.516089,51.823326,0.394104,0.572257,0.581906,0.220466
7,1240,0.20345,0.00786,0.341947,71.375916,0.280411,0.46384,0.28159,0.042055
7,1250,0.20509,0.038019,0.556239,60.986721,0.672702,0.403191,0.592825,0.093643
7,1260,0.20673,0.013648,0.562092,64.988235,0.739023,0.52776,0.419492,0.069857
7,1270,0.20837,0.028431,0.475795,72.068924,0.328524,0.667439,0.43142,0.07601
7,1280,0.21002,0.005371,0.485339,74.172523,0.501169,0.449855,0.504993,0.053905
7,1290,0.21166,0.027424,0.452696,63.526993,0.684127,0.409071,0.264891,0.072693
7,1300,0.2133,0.05997,0.549356,70.145988,0.469988,0.816597,0.361482,0.114905
7,1310,0.21494,0.1321,0.459834,64.076279,0.332147,0.595148,0.452207,0.178084
7,1320,0.21658,0.105536,0.458272,52.420097,0.534547,0.41478,0.425488,0.151364
7,1330,0.21823,0.059087,0.668777,68.562904,0.433586,0.550726,1.02202,0.125964
7,1340,0.21987,0.13988,0.257035,63.225506,0.329311,0.181328,0.260468,0.165583
7,1350,0.22151,0.052419,0.447261,58.327934,0.504641,0.375802,0.461339,0.097145
7,1360,0.22315,0.011758,0.387143,72.953606,0.414231,0.474274,0.272926,0.050472
7,1370,0.22479,0.020415,0.371744,71.836197,0.279896,0.454257,0.38108,0.057589
7,1380,0.22644,0.000294,0.635873,76.331207,0.655283,0.803833,0.448502,0.063881
7,1390,0.22808,0.021184,0.428338,74.38031,0.52194,0.174309,0.588764,0.064018
7,1400,0.22972,0.042418,0.563071,79.030914,0.641592,0.606811,0.440811,0.098725
7,1410,0.23136,0.006791,0.314044,78.045242,0.369398,0.308937,0.263796,0.038196
7,1420,0.233,0.276903,0.438312,68.624352,0.5768,0.454767,0.283369,0.320734
8,1430,0.23465,0.221257,0.397121,47.369408,0.347472,0.472558,0.371333,0.260969
8,1440,0.23629,0.117594,0.406616,53.898235,0.260556,0.39678,0.56251,0.158256
8,1450,0.23793,0.002951,0.462221,68.887688,0.30771,0.667967,0.410987,0.049173
8,1460,0.23957,0.007417,0.343541,71.84832,0.301901,0.210005,0.518716,0.041771
8,1470,0.24122,0.052681,0.478335,66.733688,0.585215,0.335055,0.514734,0.100515
8,1480,0.24286,0.006658,0.52313,56.425976,0.293314,0.753609,0.522468,0.058972
8,1490,0.2445,0.11005,0.398567,65.502029,0.449414,0.259231,0.487057,0.149906
8,1500,0.24614,0.157414,0.678857,64.035126,0.66895,0.997068,0.370553,0.2253
8,1510,0.24778,0.008368,0.363907,62.55674,0.430068,0.349642,0.312011,0.044759
8,1520,0.24943,0.005625,0.436167,61.700745,0.267216,0.61045,0.430835,0.049242
8,1530,0.25107,0.133374,0.584712,75.12719,0.528369,0.339312,0.886456,0.191845
8,1540,0.25271,0.070661,0.470901,60.150291,0.458624,0.6197,0.334378,0.117751
8,1550,0.25435,0.023391,0.33134,66.922142,0.292871,0.376226,0.324923,0.056525
8,1560,0.25599,0.002615,0.469136,77.030518,0.637374,0.40327,0.366765,0.049528
8,1570,0.25764,0.175013,0.437055,85.646423,0.446003,0.309195,0.555967,0.218718
8,1580,0.25928,0.275319,0.322415,61.295574,0.270841,0.385545,0.310859,0.30756
8,1590,0.26092,0.040869,0.295168,57.027626,0.291143,0.251976,0.342386,0.070386
8,1600,0.26256,0.06087,0.395666,55.152611,0.467721,0.377685,0.341593,0.100436
8,1610,0.2642,0.006495,0.431605,62.312683,0.511638,0.355758,0.427419,0.049656
8,1620,0.26585,0.200216,0.314048,65.935287,0.447671,0.243295,0.251178,0.231621
