epoch,lr,train_loss,train_l_known,train_l_classifier_ph,train_l_data_ph,train_mix_to_dummy,train_known_dummy_2nd,train_acc,val_acc,val_loss,seconds,best
34,0.0002591231629491422,0.012710568495094776,0.006663420237600803,0.004549774341285229,0.014973752200603485,1.0,0.9997333288192749,0.9996889233589172,0.942,0.30479473266601564,20.2,0
35,0.00023208660251050145,0.012889530509710312,0.006894714664667845,0.004530170001089573,0.014646485447883606,1.0,0.9997777938842773,0.9995999932289124,0.9342,0.3653525207519531,20.0,0
36,0.00020610737385376337,0.012241492047905922,0.0063647618517279625,0.004397634882479906,0.014790941029787064,1.0,0.9999111294746399,0.9998222589492798,0.9384,0.3313942565917969,20.2,0
37,0.00018128800512565502,0.012097927741706371,0.006197505630552769,0.004456654656678438,0.014437663368880749,1.0,0.9997777938842773,0.9997777938842773,0.9382,0.3369083984375,19.9,0
38,0.00015772644703565555,0.01271461509168148,0.006688394118100405,0.004591797478497028,0.0143441678956151,1.0,0.9998222589492798,0.9997777938842773,0.936,0.3416647521972656,20.0,0
39,0.00013551568628929425,0.011692951433360577,0.005971625447273254,0.004279117099940777,0.014422154985368252,1.0,0.9998666644096375,0.9998666644096375,0.9386,0.2813279541015625,20.9,0
40,0.00011474337861210535,0.013162967748939991,0.0070387511514127254,0.004694339819252491,0.014298807829618454,1.0,0.9995555877685547,0.9995111227035522,0.94,0.327284326171875,20.4,0
41,9.549150281252626e-05,0.012259687297046185,0.00653945654630661,0.004306826740503311,0.014134040102362633,1.0,0.9998666644096375,0.9995999932289124,0.9398,0.3137611083984375,20.2,0
42,7.783603724899252e-05,0.011877963319420815,0.006065272260457277,0.004396272357553244,0.014164200983941555,1.0,0.9997777938842773,0.9998222589492798,0.941,0.30917384033203127,20.2,0
43,6.184665997806817e-05,0.011042029596865177,0.00568320183083415,0.0039490992203354836,0.01409724447876215,0.9999555945396423,1.0,0.9999111294746399,0.9426,0.29802054443359377,20.0,0
44,4.7586473766990294e-05,0.011039404198527336,0.005593558307737112,0.004015750717371702,0.014300914481282234,1.0,0.9999111294746399,0.9998666644096375,0.9364,0.35981018676757814,19.8,0
45,3.5111757055874305e-05,0.01156789530068636,0.005974719300866127,0.004188483115285635,0.014046912081539631,0.9999555945396423,0.9998666644096375,0.9998666644096375,0.9394,0.30042894897460937,19.8,0
46,2.4471741852423218e-05,0.011999577283859253,0.006306326482445002,0.004285753238946199,0.014075002633035183,1.0,0.9997777938842773,0.9997777938842773,0.9398,0.30584775390625,19.9,0
47,1.5708419435684507e-05,0.01164466142654419,0.006015326827764511,0.004221107345074415,0.014082275331020355,1.0,0.9998222589492798,0.9998222589492798,0.94,0.2925414306640625,19.7,0
48,8.856374635655634e-06,0.010695957578718662,0.005354888737201691,0.003953478764742613,0.013875899836421013,1.0,0.9999111294746399,0.9999111294746399,0.939,0.2874197937011719,19.5,0
49,3.942649342761115e-06,0.011454937048256397,0.005947352387011051,0.004128013271838427,0.013795668259263039,1.0,0.9998222589492798,0.9996889233589172,0.9396,0.3064181396484375,19.9,0
50,9.866357858642198e-07,0.010858636349439621,0.005521563813090324,0.003954593557864428,0.013824733905494213,1.0,0.9999111294746399,0.9997777938842773,0.9406,0.3422525817871094,19.7,0
