epoch,lr,train_loss,train_ce,train_acc,val_acc,val_loss,seconds,best
1,0.1,2.1853582859039307,2.1853582859039307,0.20431111752986908,0.3812,1.669698095703125,51.0,1
2,0.09997532801828658,1.679951548576355,1.679951548576355,0.37735554575920105,0.4256,1.5793154541015626,37.3,1
3,0.09990133642141358,1.3890752792358398,1.3890752792358398,0.4968000054359436,0.5674,1.1979616455078126,36.4,1
4,0.099778098230154,1.168695092201233,1.168695092201233,0.5839555859565735,0.5546,1.306266162109375,36.7,0
5,0.0996057350657239,0.9971141815185547,0.9971141815185547,0.6473555564880371,0.6918,0.8590818115234375,36.3,1
6,0.09938441702975688,0.8671649694442749,0.8671649694442749,0.6984222531318665,0.7286,0.7884054809570312,37.0,1
7,0.09911436253643444,0.7739153504371643,0.7739153504371643,0.7337555885314941,0.6956,0.9414873779296875,37.5,0
8,0.09879583809693737,0.7265110611915588,0.7265110611915588,0.7498444318771362,0.7378,0.756303564453125,36.6,1
9,0.09842915805643156,0.6899012923240662,0.6899012923240662,0.7622888684272766,0.7446,0.7623812255859375,36.8,1
10,0.09801468428384716,0.6605386137962341,0.6605386137962341,0.7727333307266235,0.806,0.5656716552734375,37.1,1
11,0.09755282581475769,0.6395232677459717,0.6395232677459717,0.7807111144065857,0.7888,0.6202540405273438,36.8,0
12,0.09704403844771128,0.6188663840293884,0.6188663840293884,0.7851999998092651,0.8234,0.5156609985351562,37.0,1
13,0.09648882429441258,0.6136866807937622,0.6136866807937622,0.7904666662216187,0.7998,0.5839496459960938,37.3,0
14,0.09588773128419906,0.5849825143814087,0.5849825143814087,0.7995111346244812,0.7932,0.6345147827148437,37.3,0
15,0.09524135262330098,0.5721735954284668,0.5721735954284668,0.8031333684921265,0.7882,0.6156495483398438,37.0,0
16,0.0945503262094184,0.561570942401886,0.561570942401886,0.8073555827140808,0.8366,0.4727914367675781,37.3,1
17,0.09381533400219319,0.5461125373840332,0.5461125373840332,0.813800036907196,0.8236,0.53519833984375,36.6,0
18,0.0930371013501972,0.542280375957489,0.542280375957489,0.8150666952133179,0.8286,0.5013580200195312,35.9,0
19,0.09221639627510078,0.5373721122741699,0.5373721122741699,0.8160222172737122,0.816,0.5500548828125,36.9,0
20,0.09135402871372812,0.5237218141555786,0.5237218141555786,0.8204888701438904,0.8086,0.5821618408203125,36.9,0
21,0.09045084971874741,0.5136462450027466,0.5136462450027466,0.8245999813079834,0.8454,0.48469822998046874,37.0,1
22,0.08950775061878455,0.5147635340690613,0.5147635340690613,0.8231333494186401,0.8382,0.46769281005859376,37.1,0
23,0.0885256621387895,0.49238020181655884,0.49238020181655884,0.8298222422599792,0.7936,0.6611346435546875,36.7,0
24,0.08750555348152302,0.4877144992351532,0.4877144992351532,0.8330222368240356,0.839,0.4706961975097656,35.9,0
25,0.08644843137107061,0.4845508337020874,0.4845508337020874,0.8342666625976562,0.837,0.49296895751953124,36.6,0
26,0.0853553390593274,0.4791850447654724,0.4791850447654724,0.8361333608627319,0.8686,0.38917296752929686,37.0,1
27,0.08422735529643446,0.4742838144302368,0.4742838144302368,0.8365333676338196,0.7984,0.6346284545898437,36.9,0
28,0.08306559326618262,0.4715689718723297,0.4715689718723297,0.8387333154678345,0.8592,0.430279443359375,36.4,0
29,0.08187119948743452,0.46664831042289734,0.46664831042289734,0.8401333689689636,0.8454,0.4446100524902344,36.5,0
30,0.08064535268264886,0.44962483644485474,0.44962483644485474,0.8473555445671082,0.8546,0.42408319091796876,36.8,0
31,0.0793892626146237,0.45128491520881653,0.45128491520881653,0.8449777960777283,0.8598,0.42436112670898435,36.9,0
32,0.07810416889260657,0.44897401332855225,0.44897401332855225,0.8456666469573975,0.8524,0.44443641357421876,37.0,0
33,0.07679133974894986,0.43810969591140747,0.43810969591140747,0.8490444421768188,0.8658,0.4033804016113281,37.0,0
34,0.0754520707875186,0.437348872423172,0.437348872423172,0.8500666618347168,0.8638,0.4110627319335938,36.7,0
35,0.0740876837050858,0.43480008840560913,0.43480008840560913,0.8526889085769653,0.864,0.39937157592773437,37.1,0
36,0.07269952498697738,0.4243903160095215,0.4243903160095215,0.8554666638374329,0.8284,0.49115942993164063,37.3,0
37,0.07128896457825366,0.4204416275024414,0.4204416275024414,0.8554444313049316,0.8792,0.357840673828125,36.2,1
38,0.06985739453173906,0.411571741104126,0.411571741104126,0.8594000339508057,0.8504,0.42517188720703125,38.0,0
39,0.06840622763423394,0.41009241342544556,0.41009241342544556,0.8609111309051514,0.8462,0.42886961669921875,37.0,0
40,0.06693689601226462,0.39398741722106934,0.39398741722106934,0.8651333451271057,0.8586,0.40620286865234373,37.1,0
41,0.06545084971874741,0.39754775166511536,0.39754775166511536,0.8648666739463806,0.8734,0.3634208557128906,36.7,0
42,0.06394955530196152,0.39259135723114014,0.39259135723114014,0.8651999831199646,0.869,0.3957709228515625,36.3,0
43,0.062434494358242776,0.38342586159706116,0.38342586159706116,0.8702000379562378,0.8524,0.45833212890625,34.6,0
44,0.06090716206982718,0.37243011593818665,0.37243011593818665,0.8733555674552917,0.873,0.3775163269042969,35.2,0
45,0.05936906572928628,0.37639984488487244,0.37639984488487244,0.8718667030334473,0.8832,0.3493545166015625,34.2,1
46,0.05782172325201159,0.3716372847557068,0.3716372847557068,0.8731333613395691,0.8732,0.37766742553710936,34.5,0
47,0.056266661678215264,0.35571107268333435,0.35571107268333435,0.8790888786315918,0.8906,0.34333941650390626,34.7,1
48,0.05470541566592575,0.356696754693985,0.356696754693985,0.8794222474098206,0.883,0.35530801391601563,34.5,0
49,0.053139525976465714,0.34815964102745056,0.34815964102745056,0.8800666928291321,0.898,0.3103433654785156,33.9,1
50,0.05157053795390645,0.34328803420066833,0.34328803420066833,0.8820666670799255,0.8866,0.34190897827148437,33.6,0
51,0.05000000000000004,0.3341435492038727,0.3341435492038727,0.8860222101211548,0.9004,0.29167880859375,33.2,1
52,0.04842946204609362,0.33050474524497986,0.33050474524497986,0.8868889212608337,0.9058,0.2838209289550781,28.2,1
53,0.04686047402353437,0.32027000188827515,0.32027000188827515,0.8899999856948853,0.9002,0.2973147674560547,31.6,0
54,0.045294584334074316,0.30983051657676697,0.30983051657676697,0.8942222595214844,0.874,0.40452071533203127,34.6,0
55,0.043733338321784825,0.3077794015407562,0.3077794015407562,0.8937555551528931,0.9082,0.2788382080078125,34.2,1
56,0.042178276747988484,0.30492132902145386,0.30492132902145386,0.8961111307144165,0.8804,0.35555428466796873,33.9,0
57,0.0406309342707138,0.29538941383361816,0.29538941383361816,0.8982666730880737,0.8926,0.33202568969726565,33.9,0
58,0.039092837930172916,0.2851829528808594,0.2851829528808594,0.9025999903678894,0.901,0.2915106689453125,34.1,0
59,0.037565505641757285,0.2812107801437378,0.2812107801437378,0.9035333395004272,0.9124,0.2713185974121094,33.6,1
60,0.03605044469803857,0.2739686369895935,0.2739686369895935,0.9052222371101379,0.8942,0.31405767822265623,33.1,0
61,0.034549150281252675,0.26277971267700195,0.26277971267700195,0.9095777869224548,0.9046,0.28132860107421875,33.6,0
62,0.03306310398773546,0.25105229020118713,0.25105229020118713,0.9144444465637207,0.9136,0.2669960601806641,32.7,1
63,0.031593772365766146,0.2550889253616333,0.2550889253616333,0.9131555557250977,0.9174,0.24895547485351563,33.2,1
64,0.030142605468260992,0.23451827466487885,0.23451827466487885,0.9206889271736145,0.9144,0.26299627075195314,33.1,0
65,0.028711035421746394,0.23396390676498413,0.23396390676498413,0.9204222559928894,0.9168,0.2526057373046875,32.4,0
66,0.027300475013022688,0.22501270473003387,0.22501270473003387,0.9232000112533569,0.9236,0.2379552917480469,32.6,1
67,0.025912316294914254,0.2170695811510086,0.2170695811510086,0.9268666505813599,0.9246,0.22694366760253906,32.7,1
68,0.02454792921248146,0.21166644990444183,0.21166644990444183,0.9275110960006714,0.9152,0.25926755981445315,32.7,0
69,0.02320866025105018,0.20341867208480835,0.20341867208480835,0.9305555820465088,0.925,0.23462151489257813,32.7,1
70,0.021895831107393487,0.19365714490413666,0.19365714490413666,0.9333778023719788,0.9294,0.21768414001464845,32.7,1
71,0.02061073738537637,0.18627692759037018,0.18627692759037018,0.9372444748878479,0.9274,0.21807220458984375,32.9,0
72,0.01935464731735119,0.18194882571697235,0.18194882571697235,0.9382222294807434,0.9274,0.2227429443359375,33.6,0
73,0.018128800512565532,0.1711641550064087,0.1711641550064087,0.9420889019966125,0.9354,0.19420872192382813,32.6,1
74,0.016934406733817433,0.1579938530921936,0.1579938530921936,0.9458667039871216,0.9364,0.20181207275390625,33.1,1
75,0.01577264470356558,0.14867903292179108,0.14867903292179108,0.9492444396018982,0.9352,0.19501463928222657,33.4,0
76,0.014644660940672643,0.146309956908226,0.146309956908226,0.951200008392334,0.9384,0.1992005340576172,32.9,1
77,0.013551568628929448,0.1368154138326645,0.1368154138326645,0.9539777636528015,0.9406,0.19106952514648437,32.6,1
78,0.012494446518477033,0.12506957352161407,0.12506957352161407,0.9569111466407776,0.939,0.1973415496826172,33.3,0
79,0.011474337861210555,0.11568161100149155,0.11568161100149155,0.9611111283302307,0.9402,0.18505597534179688,32.6,0
