epoch,step,progress,cls_loss,mmd,feat_norm,loss
8,1520,0.24943,0.833831,0.122417,124.516617,2.058003
8,1530,0.25107,0.765846,0.157845,107.359909,2.344301
8,1540,0.25271,0.892401,0.137394,134.972458,2.266338
8,1550,0.25435,0.404517,0.212109,153.965927,2.525608
8,1560,0.25599,0.52121,0.187666,142.690155,2.397871
8,1570,0.25764,0.649862,0.209441,125.069489,2.744274
8,1580,0.25928,0.648121,0.252927,112.947876,3.177387
8,1590,0.26092,1.09941,0.119799,32.750168,2.297403
8,1600,0.26256,0.633144,0.102268,154.1362,1.655828
8,1610,0.2642,0.390075,0.099452,100.706528,1.384596
8,1620,0.26585,0.412159,0.07042,160.154709,1.116355
9,1630,0.26749,0.409601,0.219264,182.803268,2.602243
9,1640,0.26913,0.531356,0.371526,146.248016,4.246618
9,1650,0.27077,0.378296,0.125539,196.620453,1.633684
9,1660,0.27241,0.796967,0.107321,205.803589,1.870172
9,1670,0.27406,0.474711,0.067477,132.549347,1.149484
9,1680,0.2757,0.125766,0.048623,193.272675,0.611994
9,1690,0.27734,0.308554,0.083752,135.438446,1.146071
9,1700,0.27898,0.618888,0.102668,56.551373,1.645571
9,1710,0.28062,0.386529,0.172798,110.499565,2.114513
9,1720,0.28227,0.590348,0.154559,134.937408,2.135935
9,1730,0.28391,0.192523,0.348623,166.32164,3.678749
9,1740,0.28555,0.701014,0.102472,109.039566,1.725732
9,1750,0.28719,0.547112,0.070809,80.168961,1.255201
9,1760,0.28883,1.105242,0.064489,190.276718,1.750133
9,1770,0.29048,0.991874,0.07541,139.708252,1.745978
9,1780,0.29212,0.304333,0.040708,149.881195,0.711416
9,1790,0.29376,0.80386,0.06018,99.678276,1.405657
9,1800,0.2954,0.536976,0.252609,114.930176,3.063071
9,1810,0.29704,0.214724,0.04129,193.523361,0.627624
9,1820,0.29869,0.524216,0.090315,129.078156,1.427365
10,1830,0.30033,0.513637,0.575273,131.554138,6.266368
10,1840,0.30197,0.262251,0.052582,140.298767,0.788073
10,1850,0.30361,0.149602,0.073491,95.398193,0.884513
10,1860,0.30525,0.263798,0.04507,161.860123,0.714495
10,1870,0.3069,0.190876,0.186343,178.187622,2.054308
10,1880,0.30854,0.587497,0.068204,141.80838,1.269538
10,1890,0.31018,0.326745,0.049496,186.799225,0.821705
10,1900,0.31182,0.366158,0.033603,208.901413,0.70219
10,1910,0.31346,0.515218,0.045381,157.5914,0.969028
10,1920,0.31511,0.232591,0.046817,151.544022,0.700764
10,1930,0.31675,0.271234,0.064215,165.096222,0.913386
10,1940,0.31839,0.397837,0.129002,171.405487,1.687856
10,1950,0.32003,0.630543,0.243668,147.142242,3.067224
10,1960,0.32167,0.656572,0.126088,127.888855,1.917451
10,1970,0.32332,0.512642,0.210803,110.416534,2.620667
10,1980,0.32496,0.655393,0.026156,126.920799,0.91695
10,1990,0.3266,0.209148,0.101681,163.582077,1.225956
10,2000,0.32824,0.283414,0.048409,207.960373,0.767504
10,2010,0.32989,0.416928,0.23155,154.231308,2.732423
10,2020,0.33153,0.31784,0.090563,132.642044,1.223465
10,2030,0.33317,0.186849,0.094159,121.504906,1.128438
11,2040,0.33481,0.337794,0.138134,131.022736,1.719129
11,2050,0.33645,0.171853,0.047672,150.780975,0.648575
11,2060,0.3381,0.099675,0.103305,119.310898,1.132722
11,2070,0.33974,0.586403,0.061637,202.279022,1.202775
11,2080,0.34138,0.448004,0.083028,144.094772,1.278282
11,2090,0.34302,0.151837,0.064673,157.42363,0.798568
11,2100,0.34466,0.67718,0.094967,142.367935,1.626851
11,2110,0.34631,0.596621,0.073608,142.395813,1.3327
11,2120,0.34795,0.079606,0.070491,139.742249,0.784514
11,2130,0.34959,0.076674,0.072848,181.715744,0.805153
11,2140,0.35123,0.507873,0.09436,135.821381,1.451469
11,2150,0.35287,0.217466,0.087536,175.755356,1.092825
11,2160,0.35452,0.292087,0.050169,150.694153,0.79378
11,2170,0.35616,1.763008,0.191784,134.23468,3.680847
11,2180,0.3578,0.871506,0.188599,71.709549,2.757492
11,2190,0.35944,0.578262,0.069724,158.705612,1.275502
11,2200,0.36108,0.677083,0.115077,157.19136,1.827858
11,2210,0.36273,0.504483,0.115364,150.513153,1.658122
11,2220,0.36437,0.326693,0.056717,116.305145,0.893864
11,2230,0.36601,0.366286,0.091607,106.112503,1.282359
12,2240,0.36765,0.453908,0.097012,137.838181,1.424029
12,2250,0.36929,0.390392,0.136451,147.436798,1.754907
12,2260,0.37094,0.360943,0.118021,178.491302,1.541155
12,2270,0.37258,0.329467,0.073396,193.676086,1.063429
12,2280,0.37422,0.42274,0.051151,205.485519,0.934248
12,2290,0.37586,0.246142,0.032781,188.314621,0.573956
12,2300,0.3775,0.51288,0.059961,135.578369,1.112493
12,2310,0.37915,0.657561,0.545884,201.741745,6.116405
12,2320,0.38079,0.748908,0.110909,184.653107,1.858003
12,2330,0.38243,0.362792,0.074133,166.26889,1.104124
12,2340,0.38407,0.315497,0.048875,135.259323,0.804243
12,2350,0.38571,0.245545,0.327387,162.213913,3.519416
12,2360,0.38736,0.513364,0.034454,165.686691,0.857902
12,2370,0.389,0.314625,0.065001,208.913391,0.964635
12,2380,0.39064,0.274308,0.030241,185.880341,0.576723
12,2390,0.39228,0.454595,0.025453,199.873337,0.709121
12,2400,0.39392,0.104988,0.05089,212.560349,0.613885
12,2410,0.39557,0.611554,0.802136,209.836121,8.632911
12,2420,0.39721,0.350554,0.058934,198.686081,0.939896
12,2430,0.39885,0.255015,0.109652,198.998444,1.351538
13,2440,0.40049,0.300024,0.0509,186.800903,0.809026
13,2450,0.40213,0.575531,0.098236,134.802902,1.557887
13,2460,0.40378,0.657256,0.05392,157.032593,1.196454
13,2470,0.40542,0.25693,0.023649,222.79895,0.493415
13,2480,0.40706,0.34218,0.098643,226.352448,1.32861
13,2490,0.4087,0.547578,0.133344,203.655441,1.881014
13,2500,0.41034,0.386755,0.162399,147.213043,2.010741
13,2510,0.41199,0.409515,0.123607,145.962708,1.645589
13,2520,0.41363,0.210878,0.039734,183.630173,0.608217
13,2530,0.41527,0.206751,0.105363,253.872101,1.26038
13,2540,0.41691,0.406127,0.048191,267.772064,0.88804
13,2550,0.41856,0.319833,0.137723,303.53183,1.697068
13,2560,0.4202,0.361554,0.086624,269.840271,1.227795
13,2570,0.42184,0.316234,0.109605,288.609436,1.412287
13,2580,0.42348,1.640614,0.080924,351.670105,2.449852
13,2590,0.42512,0.626299,0.054263,207.787872,1.168927
13,2600,0.42677,0.635843,0.430306,112.443298,4.938905
13,2610,0.42841,0.895487,0.117819,224.424774,2.073678
13,2620,0.43005,0.503132,0.081201,210.968353,1.315138
13,2630,0.43169,0.689865,0.358677,153.425262,4.276632
14,2640,0.43333,0.835019,0.209406,152.473221,2.929078
14,2650,0.43498,0.657406,0.206263,79.754387,2.720037
14,2660,0.43662,0.740826,0.086247,80.758713,1.603298
14,2670,0.43826,0.78073,0.211156,122.434227,2.892289
14,2680,0.4399,0.142759,0.0803,118.011742,0.945762
14,2690,0.44154,0.264501,0.077983,157.501526,1.044328
14,2700,0.44319,0.13702,0.359178,202.577026,3.728798
14,2710,0.44483,0.396934,0.054575,132.06694,0.942684
14,2720,0.44647,0.095786,0.279685,148.535141,2.892641
14,2730,0.44811,0.681651,0.27139,139.994247,3.395553
14,2740,0.44975,0.548588,0.125507,111.608543,1.803657
14,2750,0.4514,0.488571,0.195384,157.110626,2.442414
14,2760,0.45304,0.506348,0.066852,98.774582,1.174864
14,2770,0.45468,0.31174,0.088204,174.378403,1.193777
14,2780,0.45632,0.555774,0.31138,148.479309,3.669576
14,2790,0.45796,0.671217,0.215367,153.658569,2.824883
14,2800,0.45961,0.19232,0.214969,166.932419,2.342007
14,2810,0.46125,0.740351,0.120137,153.645325,1.941721
14,2820,0.46289,0.533229,0.061968,173.322327,1.152913
14,2830,0.46453,0.668737,0.058493,148.613342,1.253664
14,2840,0.46617,0.496565,0.095595,140.378693,1.452519
