epoch,lr,train_loss,train_l_known,train_l_classifier_ph,train_l_data_ph,train_mix_to_dummy,train_known_dummy_2nd,train_acc,val_acc,val_loss,seconds,best
31,0.00034549150281252633,0.014677072875201702,0.007713714614510536,0.0056634326465427876,0.012999252416193485,0.9998222589492798,0.9995999932289124,0.9994666576385498,0.9566,0.25244674377441406,14.7,0
32,0.00031593772365766105,0.013205403462052345,0.006890145596116781,0.0050787595100700855,0.012364952825009823,0.9999555945396423,0.9998666644096375,0.9997777938842773,0.9556,0.2537984649658203,14.7,0
33,0.00028711035421746355,0.014070067554712296,0.007484341040253639,0.00537020992487669,0.012155156582593918,0.9998666644096375,0.9996444582939148,0.9996444582939148,0.955,0.2554715301513672,14.4,0
34,0.0002591231629491422,0.01266613882035017,0.0064836000092327595,0.004970138892531395,0.012124015018343925,0.9998666644096375,0.9998666644096375,0.9996444582939148,0.9562,0.2560874694824219,14.7,0
35,0.00023208660251050145,0.013734551146626472,0.007259281352162361,0.005309144034981728,0.011661197990179062,1.0,0.9995555877685547,0.9995111227035522,0.9566,0.26284764404296873,14.7,0
36,0.00020610737385376337,0.013604473322629929,0.00718045374378562,0.005220735911279917,0.0120328264310956,0.9998666644096375,0.9995999932289124,0.9995111227035522,0.9576,0.2593852203369141,14.5,1
37,0.00018128800512565502,0.011754109524190426,0.005895304959267378,0.004733786452561617,0.011250179260969162,0.9999555945396423,0.9998666644096375,0.9997777938842773,0.957,0.25163929443359373,14.5,0
38,0.00015772644703565555,0.01249227300286293,0.006481744349002838,0.004898488521575928,0.011120475828647614,0.9999555945396423,0.9997333288192749,0.9997333288192749,0.957,0.25408362426757813,14.4,0
39,0.00013551568628929425,0.012292289175093174,0.006236630491912365,0.004946642555296421,0.011090210638940334,0.9999555945396423,0.9996889233589172,0.9996889233589172,0.9576,0.2534618469238281,14.4,0
40,0.00011474337861210535,0.012593511492013931,0.006613750010728836,0.004846071824431419,0.011336822994053364,0.9999555945396423,0.9997333288192749,0.9997333288192749,0.9584,0.2552355560302734,14.5,1
41,9.549150281252626e-05,0.013581661507487297,0.0071447910740971565,0.005325782112777233,0.011110878549516201,1.0,0.9994666576385498,0.9995999932289124,0.9578,0.25595520324707033,14.7,0
42,7.783603724899252e-05,0.012159890495240688,0.006386265624314547,0.00471861194819212,0.01055008452385664,1.0,0.9997333288192749,0.9997333288192749,0.9578,0.2561126403808594,14.6,0
43,6.184665997806817e-05,0.012674079276621342,0.006568476557731628,0.0049891420640051365,0.011164678260684013,0.9999111294746399,0.9996444582939148,0.9995111227035522,0.9568,0.2599688690185547,14.6,0
44,4.7586473766990294e-05,0.011662401258945465,0.005870241206139326,0.004719307646155357,0.010728534311056137,1.0,0.9997777938842773,0.9998222589492798,0.9574,0.25984795227050783,14.7,0
45,3.5111757055874305e-05,0.012011437676846981,0.006187265273183584,0.00469878688454628,0.011253907345235348,1.0,0.9996889233589172,0.9997777938842773,0.9574,0.25517314147949216,14.4,0
46,2.4471741852423218e-05,0.011936625465750694,0.0061999736353755,0.004685376305133104,0.01051278319209814,1.0,0.9997333288192749,0.9996889233589172,0.9566,0.2578484405517578,14.5,0
47,1.5708419435684507e-05,0.012208915315568447,0.006372206844389439,0.004752108361572027,0.010846070945262909,0.9999555945396423,0.9998666644096375,0.9997333288192749,0.9566,0.256887841796875,14.6,0
48,8.856374635655634e-06,0.011744893155992031,0.006062460131943226,0.004594285972416401,0.01088150218129158,0.9999111294746399,0.9997333288192749,0.9996889233589172,0.9574,0.2609682098388672,14.7,0
49,3.942649342761115e-06,0.01138979196548462,0.005766862537711859,0.004572535399347544,0.01050401758402586,0.9999555945396423,0.9998666644096375,0.9997333288192749,0.9584,0.25715020751953127,14.6,0
50,9.866357858642198e-07,0.011366584338247776,0.005773709621280432,0.00452986778691411,0.010630093514919281,1.0,0.9998222589492798,0.9998222589492798,0.958,0.25798719177246093,14.7,0
